Customer_ID,Customer_Segment,Monthly_Cloud_Spend,Service_Usage_EC2,Service_Usage_S3,Service_Usage_RDS,Contract_Term_Length,Discount_Rate,Customer_Satisfaction_Score,Renewal_Likelihood
CUST_141,Startup,1983.49,414.1,164.3,82.1,12,14.3,1,0.58
CUST_142,Enterprise,16781.88,180.4,253.4,54.5,12,28.0,4,0.94
CUST_143,Enterprise,11360.95,342.2,158.7,71.3,36,19.6,1,0.97
CUST_144,Enterprise,17047.37,287.2,189.0,32.1,24,18.5,1,0.88
CUST_145,Enterprise,6868.34,140.8,31.3,47.6,12,11.7,5,0.5
CUST_146,Enterprise,44635.84,440.5,227.8,82.3,12,14.2,1,0.5
CUST_147,SMB,30086.03,400.7,42.7,46.5,48,27.4,2,0.69
CUST_148,SMB,34276.01,332.6,248.7,36.4,24,21.7,2,0.57
CUST_149,Enterprise,39669.39,426.8,235.7,49.9,24,24.7,3,0.51
CUST_150,Enterprise,25423.67,435.0,214.1,83.0,24,16.4,5,0.73
CUST_151,Startup,5259.09,357.1,15.7,34.2,12,20.8,3,0.97
CUST_152,Enterprise,27318.22,420.1,94.4,18.2,12,11.2,2,0.66
CUST_153,Enterprise,29755.21,351.8,82.6,71.5,12,22.6,3,0.83
CUST_154,Enterprise,37526.53,343.3,111.2,82.8,12,15.7,5,0.83
CUST_155,Startup,22151.32,313.1,30.9,11.0,36,16.1,5,0.63
CUST_156,Enterprise,7251.43,378.8,281.4,24.7,24,21.2,1,0.83
CUST_157,SMB,14905.02,87.7,168.4,15.1,36,28.4,4,0.61
CUST_158,SMB,18791.03,441.6,95.1,35.4,36,6.6,1,0.56
CUST_159,Enterprise,32649.94,437.2,122.1,45.6,12,25.6,5,0.85
CUST_160,SMB,28968.14,24.3,136.9,75.1,24,12.3,2,0.56
CUST_161,Enterprise,18448.74,414.7,182.2,65.5,24,16.1,2,1.0
CUST_162,SMB,49339.25,73.1,157.1,62.5,36,5.5,1,0.59
CUST_163,SMB,30682.97,174.2,276.2,35.9,12,12.5,5,0.8
CUST_164,SMB,12624.11,374.3,151.6,84.3,24,17.6,2,0.71
CUST_165,Enterprise,5987.34,88.8,297.7,47.7,24,6.4,5,0.56
CUST_166,Startup,8490.1,410.8,256.2,97.9,12,17.3,2,0.51
CUST_167,Enterprise,13051.93,417.7,66.5,63.8,12,28.2,5,0.81
CUST_168,Enterprise,8873.39,258.7,279.5,13.5,24,7.6,3,0.9
CUST_169,Enterprise,10141.78,13.1,39.3,67.9,36,24.1,5,0.92
CUST_170,SMB,14969.66,150.6,246.1,33.2,12,15.2,5,0.74
CUST_171,SMB,9495.31,312.3,117.3,68.9,24,21.4,1,0.89
CUST_172,Enterprise,44941.51,490.8,264.0,7.9,12,11.5,3,0.84
CUST_173,SMB,4931.45,319.6,261.1,18.3,36,9.0,4,0.86
CUST_174,Enterprise,26701.06,137.3,242.7,85.7,12,9.0,1,0.75
CUST_175,SMB,21109.44,320.7,238.1,23.5,36,6.8,4,0.82
CUST_176,Enterprise,49136.55,274.6,94.9,83.9,12,9.6,2,0.9
CUST_177,SMB,6489.91,392.1,28.9,28.6,12,21.6,4,0.7
CUST_178,Enterprise,20494.92,62.4,123.9,64.6,12,27.0,5,0.9
CUST_179,Startup,48504.05,382.9,56.2,69.7,12,25.4,4,0.8
CUST_180,Enterprise,43409.85,275.2,210.0,51.8,24,22.1,1,0.58
CUST_181,Enterprise,41036.53,481.9,107.1,31.2,12,7.8,1,0.51
CUST_182,Enterprise,13637.24,177.5,292.8,22.1,36,12.2,4,0.68
CUST_183,Startup,9373.49,320.0,194.1,4.3,12,12.7,1,0.77
CUST_184,Startup,33763.52,466.7,247.6,31.1,12,11.2,1,0.92
CUST_185,Enterprise,46539.42,60.2,44.1,65.7,12,17.9,4,0.56
CUST_186,SMB,28281.38,469.2,259.3,93.9,12,18.4,3,0.9
CUST_187,Startup,29009.02,347.1,277.2,87.2,12,13.9,3,0.93
CUST_188,SMB,14718.98,43.2,148.7,76.8,24,13.8,2,0.58
CUST_189,SMB,38705.15,157.5,183.8,79.1,24,25.7,1,0.93
CUST_190,Enterprise,10165.14,357.0,230.6,66.8,24,24.7,4,1.0
CUST_191,Enterprise,16860.28,43.0,56.6,26.8,24,12.7,1,0.86
CUST_192,Startup,21846.39,295.3,153.3,90.8,24,27.8,5,0.89
CUST_193,Startup,25872.91,179.5,122.6,67.4,12,28.8,1,1.0
CUST_194,SMB,12878.08,314.2,48.2,56.5,24,13.2,1,0.8
CUST_195,Enterprise,6627.0,32.4,113.4,12.0,48,13.9,3,0.65
CUST_196,Enterprise,30920.38,437.1,25.1,45.3,24,17.6,4,0.92
CUST_197,SMB,15142.9,487.0,12.6,46.6,24,28.5,1,0.81
CUST_198,Startup,29480.67,484.8,44.9,86.6,12,26.9,3,0.79
CUST_199,Startup,8563.77,377.3,289.1,55.1,36,7.6,2,0.63
CUST_200,SMB,24575.86,73.7,167.1,38.7,36,14.8,3,0.88
CUST_201,SMB,27096.88,381.5,289.9,97.7,24,18.8,3,0.54
CUST_202,Enterprise,3539.35,22.0,132.6,12.0,48,17.6,3,0.96
CUST_203,Enterprise,17493.61,20.8,97.0,42.8,12,9.8,1,0.66
CUST_204,Startup,7586.32,168.6,154.3,5.2,12,26.5,1,0.56
CUST_205,SMB,4105.37,249.4,134.7,74.3,36,21.9,2,0.72
CUST_206,Enterprise,49508.05,387.5,36.2,91.9,36,25.9,5,0.52
CUST_207,Enterprise,16795.34,344.8,194.0,28.7,12,26.5,5,0.84
CUST_208,SMB,40683.85,228.5,68.7,86.0,12,23.7,5,0.95
CUST_209,Enterprise,13477.39,144.1,187.8,29.9,12,16.0,2,0.92
CUST_210,Enterprise,34393.63,498.6,196.8,91.2,12,20.3,5,0.56
CUST_211,SMB,38251.17,218.8,49.8,75.6,36,9.0,5,0.56
CUST_212,SMB,30186.3,231.2,23.1,80.7,24,21.8,3,0.91
CUST_213,SMB,24107.23,90.2,235.3,2.8,12,9.5,1,0.96
CUST_214,Enterprise,21180.2,399.5,140.6,96.3,12,22.3,1,0.73
CUST_215,SMB,18094.55,349.9,22.2,72.9,12,10.7,3,0.75
CUST_216,Enterprise,46546.93,118.2,298.5,31.2,12,7.9,3,0.66
CUST_217,Enterprise,41700.35,50.4,22.0,83.1,24,9.1,3,0.95
CUST_218,SMB,48286.32,343.4,210.0,28.9,48,5.0,1,0.82
CUST_219,SMB,7090.56,330.7,295.2,87.4,36,23.0,5,0.64
CUST_220,Startup,36812.51,143.9,75.6,12.1,12,23.3,3,0.65
CUST_221,SMB,46978.68,475.9,47.0,70.7,36,17.9,2,0.95
CUST_222,SMB,9880.42,84.0,40.8,54.5,36,9.0,3,0.51
CUST_223,Enterprise,4258.32,221.8,94.5,10.6,36,7.1,4,0.66
CUST_224,Enterprise,37314.91,472.4,34.8,24.9,24,5.5,3,0.78
CUST_225,Enterprise,29149.18,215.7,209.2,2.2,12,9.1,1,0.57
CUST_226,Enterprise,42249.61,322.9,23.4,47.4,12,27.3,3,0.55
CUST_227,Startup,7848.85,204.8,155.3,30.8,12,11.0,4,0.91
CUST_228,Enterprise,39968.1,144.4,299.0,60.2,12,13.9,2,0.95
CUST_229,Startup,10879.74,492.1,245.1,30.4,12,7.6,5,0.91
CUST_230,SMB,9019.14,210.6,186.5,30.7,24,10.6,3,0.95
CUST_231,SMB,9049.02,448.1,95.3,74.6,36,18.0,4,0.78
CUST_232,SMB,40914.16,122.7,189.0,5.8,24,20.2,4,0.91
CUST_233,SMB,33594.66,114.4,160.5,90.4,12,11.1,2,0.69
CUST_234,Enterprise,26630.21,25.3,130.7,85.4,48,6.4,1,0.83
CUST_235,Enterprise,18582.69,329.3,43.6,67.1,48,14.8,3,0.99
CUST_236,SMB,43982.83,190.6,266.5,59.7,36,10.9,4,0.61
CUST_237,Enterprise,20229.81,433.5,137.7,89.3,48,10.5,2,0.69
CUST_238,Enterprise,41013.37,241.9,62.4,19.3,24,29.0,5,0.74
CUST_239,SMB,22517.61,484.4,113.5,8.8,48,20.4,4,0.57
CUST_240,Enterprise,19470.28,100.9,127.2,24.7,12,18.9,2,0.54
CUST_241,Startup,23671.31,435.6,249.1,79.7,12,15.4,1,0.91
CUST_242,Startup,15767.52,390.5,221.4,4.4,12,15.7,1,0.99
CUST_243,Startup,37632.86,387.8,231.9,58.7,12,18.5,4,0.7
CUST_244,Enterprise,25633.3,423.9,8.3,99.5,12,22.4,4,0.54
CUST_245,Enterprise,12378.42,382.9,127.8,85.7,24,22.6,3,0.53
CUST_246,Startup,45079.15,316.8,147.0,52.6,36,9.3,2,0.95
CUST_247,Enterprise,19810.67,74.3,10.7,7.3,24,17.5,4,0.73
CUST_248,Startup,27634.09,25.9,81.6,83.3,12,15.3,3,0.66
CUST_249,Startup,45417.13,461.2,229.3,60.3,36,26.8,3,0.74
CUST_250,Startup,31587.66,312.2,45.4,12.4,24,20.8,4,0.66
CUST_251,Enterprise,6728.0,400.3,162.9,10.3,12,18.3,1,0.74
CUST_252,Enterprise,47051.77,245.9,68.5,91.1,24,7.9,2,0.93
CUST_253,Startup,31757.69,67.5,8.6,67.3,12,20.1,2,0.8
CUST_254,Enterprise,17410.38,71.3,76.2,83.1,12,7.9,1,0.85
CUST_255,Enterprise,7824.33,345.9,292.9,88.0,48,13.4,4,0.68
CUST_256,SMB,39907.23,220.8,241.5,57.6,12,8.6,2,0.87
CUST_257,Startup,31383.57,108.3,288.1,52.2,24,22.3,4,0.83
CUST_258,SMB,27139.59,250.9,148.9,43.6,36,10.2,4,0.56
CUST_259,SMB,44800.74,41.5,37.4,32.4,36,14.8,3,0.79
CUST_260,Enterprise,39641.26,295.2,166.6,44.0,12,27.4,1,0.63
CUST_261,SMB,8432.07,141.8,139.0,77.6,12,10.1,4,0.9
CUST_262,Startup,16274.38,400.8,254.1,60.6,12,17.7,5,0.71
CUST_263,Enterprise,13175.97,162.1,33.9,89.4,24,15.5,1,1.0
CUST_264,SMB,37453.37,233.1,149.0,44.9,24,5.5,2,0.55
CUST_265,Startup,2643.09,15.7,49.3,61.1,12,24.8,3,0.89
CUST_266,SMB,28924.59,45.5,100.8,63.5,48,6.7,2,0.84
CUST_267,SMB,38360.48,202.3,222.5,59.6,24,16.9,2,0.88
CUST_268,SMB,43961.52,245.2,145.4,70.6,12,19.0,1,0.65
CUST_269,Enterprise,17762.01,304.0,115.9,24.5,24,20.7,2,0.75
CUST_270,Enterprise,41241.61,152.9,121.4,51.7,24,22.2,4,0.9
CUST_271,Startup,6420.96,350.5,140.5,11.3,12,11.3,2,0.62
CUST_272,Startup,42476.16,431.5,236.6,39.1,12,5.2,3,0.61
CUST_273,Startup,7246.94,392.1,268.2,49.3,36,23.1,3,0.78
CUST_274,Startup,20467.08,29.4,286.8,65.6,24,18.4,5,0.76
CUST_275,SMB,40067.47,245.4,237.1,95.1,24,25.9,3,0.64
CUST_276,SMB,8345.95,61.4,98.0,60.5,24,25.5,2,0.65
CUST_277,SMB,12233.32,128.6,208.0,74.6,12,26.1,3,0.64
CUST_278,SMB,36390.38,493.5,134.1,51.1,12,17.1,1,0.89
CUST_279,SMB,36281.79,79.8,80.1,63.8,24,13.3,3,0.83
CUST_280,SMB,32416.23,254.5,253.1,8.0,12,24.8,4,0.92
CUST_281,Startup,35003.47,312.9,16.3,26.2,12,16.3,1,0.99
CUST_282,Enterprise,27593.5,354.2,271.0,36.8,36,9.6,5,0.74
CUST_283,Enterprise,13338.15,284.2,141.1,47.8,48,26.4,4,0.53
CUST_284,Enterprise,17939.1,14.8,193.0,5.5,36,27.1,2,0.52
CUST_285,SMB,9898.29,170.0,199.5,14.9,36,16.7,2,0.65
CUST_286,Enterprise,45514.08,263.7,269.1,28.4,12,6.9,2,0.97
CUST_287,Enterprise,29586.2,53.1,192.8,97.2,48,14.7,4,0.76
CUST_288,SMB,20641.72,181.8,186.1,33.8,12,25.1,4,0.64
CUST_289,Enterprise,23638.28,26.3,24.7,48.7,48,27.5,4,0.7
CUST_290,SMB,47416.88,48.5,157.9,20.4,48,10.1,1,0.8
CUST_291,Enterprise,8514.22,204.5,49.3,61.5,36,6.7,1,0.83
CUST_292,Enterprise,29725.26,75.0,222.5,28.8,48,26.9,2,0.58
CUST_293,Startup,25788.55,288.1,156.1,21.5,24,14.7,3,0.99
CUST_294,Enterprise,30961.26,347.8,205.7,52.1,12,18.5,2,0.77
CUST_295,Enterprise,1887.4,402.3,17.3,1.5,24,29.2,5,0.57
CUST_296,SMB,43734.07,108.1,30.0,1.8,24,6.7,1,0.95
CUST_297,SMB,46673.8,92.1,216.3,22.7,12,21.2,4,0.54
CUST_298,Enterprise,28691.53,61.2,26.3,4.6,24,6.9,1,0.95
CUST_299,SMB,35135.89,321.9,26.0,11.7,48,14.4,4,1.0
CUST_300,Enterprise,46202.47,356.2,8.6,34.5,12,25.1,5,0.85
CUST_301,Enterprise,35654.69,25.5,287.2,80.5,36,15.8,5,0.89
CUST_302,SMB,8474.41,468.7,222.6,57.6,48,29.9,1,0.67
CUST_303,SMB,29238.13,35.5,109.2,51.8,48,19.0,4,0.97
CUST_304,SMB,30729.04,275.2,92.5,30.1,48,13.0,5,0.76
CUST_305,SMB,21782.4,357.4,108.2,93.2,24,10.5,2,0.87
CUST_306,Startup,37085.77,436.8,233.5,40.3,48,13.8,2,0.96
CUST_307,SMB,46783.98,359.9,200.1,9.6,36,14.3,4,0.99
CUST_308,Enterprise,46352.86,402.8,59.6,62.1,12,6.7,1,0.92
CUST_309,SMB,23091.13,176.3,56.4,12.3,24,14.2,5,0.65
CUST_310,Enterprise,6548.66,409.3,34.0,35.2,36,16.6,1,0.98
CUST_311,Enterprise,49257.22,49.3,199.8,51.2,12,23.1,2,0.81
CUST_312,Enterprise,42106.01,448.5,230.5,87.5,24,21.4,5,0.97
CUST_313,Enterprise,7108.47,278.3,83.2,49.9,24,22.7,1,0.84
CUST_314,Startup,46121.25,410.5,11.2,70.5,12,5.2,3,0.65
CUST_315,Startup,43624.92,231.6,29.2,99.3,24,10.4,4,0.69
CUST_316,SMB,26423.06,325.4,290.5,14.0,36,21.5,4,0.78
CUST_317,Enterprise,29972.5,267.9,92.2,28.2,24,17.1,3,0.9
CUST_318,Enterprise,20551.13,368.5,231.9,40.1,12,5.1,2,0.66
CUST_319,Enterprise,3683.32,50.0,189.3,42.8,12,25.1,5,0.79
CUST_320,Enterprise,17424.66,39.6,117.7,41.7,12,24.3,4,0.67
CUST_321,SMB,40339.82,131.1,65.7,90.9,48,18.7,3,0.91
CUST_322,SMB,1226.97,88.2,40.8,71.7,12,6.7,3,0.73
CUST_323,SMB,17341.46,437.2,186.4,61.2,24,24.2,2,0.54
CUST_324,Enterprise,20510.27,117.4,233.5,31.6,12,19.6,2,0.58
CUST_325,Startup,27332.38,488.2,195.0,82.6,12,24.5,1,0.53
CUST_326,SMB,46072.93,175.1,161.4,95.6,36,23.8,4,0.75
CUST_327,SMB,17970.95,99.2,17.4,82.3,36,25.1,1,0.55
CUST_328,SMB,18000.71,397.0,290.7,1.2,12,18.0,3,0.56
CUST_329,Enterprise,37137.56,332.8,240.6,64.0,24,8.5,5,0.97
CUST_330,Enterprise,23158.68,254.1,91.4,6.1,12,21.8,5,0.94
CUST_331,Enterprise,12005.64,282.1,294.1,26.5,24,20.5,2,0.73
CUST_332,SMB,23169.54,362.4,182.6,6.9,24,23.6,5,0.99
CUST_333,Enterprise,7901.99,121.9,176.8,60.8,12,9.2,5,0.5
CUST_334,Enterprise,9642.96,498.2,225.7,69.0,12,9.9,5,0.81
CUST_335,Enterprise,25420.02,487.6,244.5,12.3,12,27.3,3,0.81
CUST_336,Enterprise,21527.35,328.7,198.7,39.0,48,23.7,5,0.73
CUST_337,Startup,45827.45,107.8,42.8,46.2,48,27.7,5,0.7
CUST_338,SMB,18757.3,343.3,104.8,37.5,12,24.0,5,0.73
CUST_339,Enterprise,29448.83,45.4,278.8,13.0,36,19.9,1,0.71
CUST_340,Enterprise,31980.95,25.0,71.3,42.5,12,21.4,3,0.87
CUST_341,Enterprise,1641.63,136.3,114.8,75.4,12,27.2,2,0.57
CUST_342,Enterprise,33513.33,236.7,132.5,8.0,36,19.5,1,0.6
CUST_343,Enterprise,9723.76,435.5,134.6,8.9,48,20.8,4,0.59
CUST_344,Enterprise,48092.45,366.3,185.8,36.1,48,8.9,3,0.63
